apps,OS,year,regressions,code,bugs
App75,Linux,2013,43.753,1956875,572
App142,Linux,2010,53.995,4995432,570
App87,Linux,2010,44.284,8680909,567
App43,Linux,2011,49.402,30770372,566
App78,Linux,2015,43.767,10014249,563
App18,Linux,2013,45.91,4580410,560
App43,Linux,2012,48.091,34617799,557
App87,Linux,2009,46.344,7788944,557
App18,Linux,2012,47.36,3834415,556
App80,Linux,2010,51.818,5212416,545
App75,Linux,2017,40.802,2814651,531
App43,Linux,2017,42.115,67946797,530
App142,Linux,2009,52.358,4277736,527
App19,Windows,2012,55.803,6978607,525
App42,Linux,2013,46.453,2637297,525
App19,Windows,2010,56.752,6960067,523
App53,Linux,2009,46.388,627820,522
App42,Linux,2014,44.535,2915959,521
App43,Linux,2010,50.725,27860297,516
App43,Linux,2016,43.515,59861301,516
App42,Linux,2011,53.378,2260187,514
App108,Linux,2010,46.218,3451079,511
App42,Linux,2012,49.991,2512642,506
App75,Linux,2014,42.614,2269414,506
App87,Linux,2012,42.861,11127868,502
App74,Linux,2010,57.18,996380,499
App19,Windows,2009,59.723,6083619,497
App74,Linux,2011,55.558,1116779,497
App78,Linux,2010,48.303,4147252,496
App80,Linux,2009,54.467,4690372,496
App25,Windows,2009,72.961,665770000,488
App87,Linux,2016,40.328,16603334,472
App142,Linux,2018,43.487,12311143,470
App42,Linux,2010,55.24,1820319,469
App18,Linux,2011,47.471,3529983,464
App18,Linux,2016,44.057,6121610,463
App87,Linux,2013,42.795,12587223,462
App28,Linux,2015,44.966,41672143,458
App18,Linux,2017,43.548,7021078,446
App18,Linux,2018,42.045,8390505,430
App78,Linux,2009,49.42,3628608,428
App88,Mac,2013,58.339,34680442,424
App19,Windows,2011,56.534,7450606,422
App43,Linux,2015,44.51,52088559,421
App43,Linux,2009,52.947,25145372,419
App75,Linux,2018,40.502,3193942,415
App88,Mac,2016,53.07,43247867,415
App18,Linux,2010,48.211,3330989,413
App74,Linux,2009,59.685,893143,412
App87,Linux,2015,42.082,13160731,411
App87,Linux,2014,42.495,12891952,390
App88,Mac,2009,62.069,23634436,388
App88,Mac,2014,58.056,38028578,385
App42,Linux,2009,58.04,1666618,381
App88,Mac,2012,59.32,31528087,371
App88,Mac,2011,59.908,28466390,357
App18,Linux,2009,49.58,2961915,355
App88,Mac,2010,60.328,25870271,349
App88,Mac,2015,56.059,40546538,347
App28,Linux,2016,44.056,47798986,312
App28,Linux,2018,42.122,64606759,278
App28,Linux,2017,42.587,55379852,241
